"ID","NOMBRE_ELECCION","AÑO_ELECCION","PAIS","REGION","DEPTO","MUNICIPIO","PARTIDO","NOMBRE_PARTIDO","SEXO","RAZA","ANALFABETOS","ALFABETOS","PRIMARIA","NIVEL_MEDIO","UNIVERSITARIOS"
11821,"Elecciones Municipales",2005,"EL SALVADOR","REGION 3","San Salvador  ","Cuscatancingo","FMLN","Farabundo Marti lib. Nac.","mujeres","LADINOS",2163,4595,1620,1557,1418
11822,"Elecciones Municipales",2005,"EL SALVADOR","REGION 3","San Salvador  ","San Marcos","FMLN","Farabundo Marti lib. Nac.","mujeres","LADINOS",1511,2354,596,231,1527
11823,"Elecciones Municipales",2005,"EL SALVADOR","REGION 3","San Salvador  ","Ilopango","FMLN","Farabundo Marti lib. Nac.","mujeres","LADINOS",2121,4048,1396,649,2003
11824,"Elecciones Municipales",2005,"EL SALVADOR","REGION 3","San Salvador  ","Nejapa","FMLN","Farabundo Marti lib. Nac.","mujeres","LADINOS",552,7022,2144,2986,1892
11825,"Elecciones Municipales",2005,"EL SALVADOR","REGION 3","San Salvador  ","Apopa","FMLN","Farabundo Marti lib. Nac.","mujeres","LADINOS",1025,4533,1676,2152,705
11826,"Elecciones Municipales",2005,"EL SALVADOR","REGION 3","San Salvador  ","San Martín","FMLN","Farabundo Marti lib. Nac.","mujeres","LADINOS",1038,4224,655,1044,2525
11827,"Elecciones Municipales",2005,"EL SALVADOR","REGION 3","San Salvador  ","Panchimalco","FMLN","Farabundo Marti lib. Nac.","mujeres","LADINOS",1273,4419,1273,1265,1881
11828,"Elecciones Municipales",2005,"EL SALVADOR","REGION 3","San Salvador  ","Aguilares","FMLN","Farabundo Marti lib. Nac.","mujeres","LADINOS",662,1918,1304,250,364
11829,"Elecciones Municipales",2005,"EL SALVADOR","REGION 3","San Salvador  ","Tonacatepeque","FMLN","Farabundo Marti lib. Nac.","mujeres","LADINOS",97,3994,2906,1061,27
11830,"Elecciones Municipales",2005,"EL SALVADOR","REGION 3","San Salvador  ","Santo Tomás","FMLN","Farabundo Marti lib. Nac.","mujeres","LADINOS",1841,2409,723,1460,226
11831,"Elecciones Municipales",2005,"EL SALVADOR","REGION 3","San Salvador  ","Santiago Texacuangos","FMLN","Farabundo Marti lib. Nac.","mujeres","LADINOS",2976,8531,2804,2953,2774
11832,"Elecciones Municipales",2005,"EL SALVADOR","REGION 3","San Salvador  ","El Paisnal","FMLN","Farabundo Marti lib. Nac.","mujeres","LADINOS",569,2336,497,541,1298
11833,"Elecciones Municipales",2005,"EL SALVADOR","REGION 3","San Salvador  ","Guazapa","FMLN","Farabundo Marti lib. Nac.","mujeres","LADINOS",2432,1784,401,495,888
11834,"Elecciones Municipales",2005,"EL SALVADOR","REGION 3","San Salvador  ","Ayutuxtepeque","FMLN","Farabundo Marti lib. Nac.","mujeres","LADINOS",1313,6072,2189,1621,2262
11835,"Elecciones Municipales",2005,"EL SALVADOR","REGION 3","San Salvador  ","Rosario de Mora","FMLN","Farabundo Marti lib. Nac.","mujeres","LADINOS",2566,5724,2359,2788,577
11836,"Elecciones Municipales",2005,"EL SALVADOR","REGION 2","Santa Ana  ","Santa Ana","FMLN","Farabundo Marti lib. Nac.","mujeres","LADINOS",580,4448,1991,2408,49
11837,"Elecciones Municipales",2005,"EL SALVADOR","REGION 2","Santa Ana  ","Chalchuapa","FMLN","Farabundo Marti lib. Nac.","mujeres","LADINOS",2456,1770,102,1495,173
11838,"Elecciones Municipales",2005,"EL SALVADOR","REGION 2","Santa Ana  ","Metapán","FMLN","Farabundo Marti lib. Nac.","mujeres","LADINOS",1458,3294,889,1324,1081
11839,"Elecciones Municipales",2005,"EL SALVADOR","REGION 2","Santa Ana  ","Coatepeque","FMLN","Farabundo Marti lib. Nac.","mujeres","LADINOS",558,6492,2674,2872,946
11840,"Elecciones Municipales",2005,"EL SALVADOR","REGION 2","Santa Ana  ","El Congo","FMLN","Farabundo Marti lib. Nac.","mujeres","LADINOS",2208,7728,2505,2630,2593
11841,"Elecciones Municipales",2005,"EL SALVADOR","REGION 2","Santa Ana  ","Texistepeque","FMLN","Farabundo Marti lib. Nac.","mujeres","LADINOS",1288,4357,2589,640,1128
11842,"Elecciones Municipales",2005,"EL SALVADOR","REGION 2","Santa Ana  ","Candelaria la Frontera","FMLN","Farabundo Marti lib. Nac.","mujeres","LADINOS",2127,4067,2271,417,1379
11843,"Elecciones Municipales",2005,"EL SALVADOR","REGION 2","Santa Ana  ","San Sebastián Salitrillo","FMLN","Farabundo Marti lib. Nac.","mujeres","LADINOS",240,2514,668,1003,843
11844,"Elecciones Municipales",2005,"EL SALVADOR","REGION 2","Santa Ana  ","Santa Rosa Guachipilín ","FMLN","Farabundo Marti lib. Nac.","mujeres","LADINOS",1042,5609,2438,2403,768
11845,"Elecciones Municipales",2005,"EL SALVADOR","REGION 2","Santa Ana  ","Santiago de la Frontera","FMLN","Farabundo Marti lib. Nac.","mujeres","LADINOS",807,4458,2809,555,1094
11846,"Elecciones Municipales",2005,"EL SALVADOR","REGION 2","Santa Ana  ","El Porvenir","FMLN","Farabundo Marti lib. Nac.","mujeres","LADINOS",2743,6779,2636,1376,2767
11847,"Elecciones Municipales",2005,"EL SALVADOR","REGION 2","Santa Ana  ","Masahuat","FMLN","Farabundo Marti lib. Nac.","mujeres","LADINOS",2524,4545,908,1346,2291
11848,"Elecciones Municipales",2005,"EL SALVADOR","REGION 2","Santa Ana  ","San Antonio Pajonal","FMLN","Farabundo Marti lib. Nac.","mujeres","LADINOS",1414,6064,682,2753,2629
11849,"Elecciones Municipales",2005,"EL SALVADOR","REGION 2","San Vicente  ","San Vicente","FMLN","Farabundo Marti lib. Nac.","mujeres","LADINOS",1310,734,230,296,208
11850,"Elecciones Municipales",2005,"EL SALVADOR","REGION 2","San Vicente  ","Tecoluca","FMLN","Farabundo Marti lib. Nac.","mujeres","LADINOS",2820,6847,2642,2787,1418
11851,"Elecciones Municipales",2005,"EL SALVADOR","REGION 2","San Vicente  ","San Sebastián","FMLN","Farabundo Marti lib. Nac.","mujeres","LADINOS",2312,3786,1388,1844,554
11852,"Elecciones Municipales",2005,"EL SALVADOR","REGION 2","San Vicente  ","Apastepeque","FMLN","Farabundo Marti lib. Nac.","mujeres","LADINOS",58,2430,2230,147,53
11853,"Elecciones Municipales",2005,"EL SALVADOR","REGION 2","San Vicente  ","San Esteban Catarina","FMLN","Farabundo Marti lib. Nac.","mujeres","LADINOS",2640,5087,1743,1849,1495
11854,"Elecciones Municipales",2005,"EL SALVADOR","REGION 2","San Vicente  ","San Ildefonso","FMLN","Farabundo Marti lib. Nac.","mujeres","LADINOS",495,5342,2386,335,2621
11855,"Elecciones Municipales",2005,"EL SALVADOR","REGION 2","San Vicente  ","Santa Clara","FMLN","Farabundo Marti lib. Nac.","mujeres","LADINOS",2466,4181,819,1165,2197
11856,"Elecciones Municipales",2005,"EL SALVADOR","REGION 2","San Vicente  ","San Lorenzo","FMLN","Farabundo Marti lib. Nac.","mujeres","LADINOS",856,4011,968,1887,1156
11857,"Elecciones Municipales",2005,"EL SALVADOR","REGION 2","San Vicente  ","Verapaz","FMLN","Farabundo Marti lib. Nac.","mujeres","LADINOS",679,3395,215,2672,508
11858,"Elecciones Municipales",2005,"EL SALVADOR","REGION 2","San Vicente  ","Guadalupe","FMLN","Farabundo Marti lib. Nac.","mujeres","LADINOS",1901,3711,2820,404,487
11859,"Elecciones Municipales",2005,"EL SALVADOR","REGION 2","San Vicente  ","Santo Domingo","FMLN","Farabundo Marti lib. Nac.","mujeres","LADINOS",1579,4452,1364,1984,1104
11860,"Elecciones Municipales",2005,"EL SALVADOR","REGION 2","San Vicente  ","San Cayetano Istepeque","FMLN","Farabundo Marti lib. Nac.","mujeres","LADINOS",946,5033,1562,2838,633
11861,"Elecciones Municipales",2005,"EL SALVADOR","REGION 2","San Vicente  ","Nuevo Tepetitán","FMLN","Farabundo Marti lib. Nac.","mujeres","LADINOS",680,4504,1912,263,2329
11862,"Elecciones Municipales",2005,"EL SALVADOR","REGION 2","Sonsonate  ","Sonsonate","FMLN","Farabundo Marti lib. Nac.","mujeres","LADINOS",2258,6492,2621,959,2912
11863,"Elecciones Municipales",2005,"EL SALVADOR","REGION 2","Sonsonate  ","Izalco","FMLN","Farabundo Marti lib. Nac.","mujeres","LADINOS",932,5913,1710,2282,1921
11864,"Elecciones Municipales",2005,"EL SALVADOR","REGION 2","Sonsonate  ","Acajutla","FMLN","Farabundo Marti lib. Nac.","mujeres","LADINOS",629,4018,2036,1068,914
11865,"Elecciones Municipales",2005,"EL SALVADOR","REGION 2","Sonsonate  ","Armenia","FMLN","Farabundo Marti lib. Nac.","mujeres","LADINOS",1647,3398,34,1723,1641
11866,"Elecciones Municipales",2005,"EL SALVADOR","REGION 2","Sonsonate  ","Nahuizalco","FMLN","Farabundo Marti lib. Nac.","mujeres","LADINOS",1930,4425,1426,2418,581
11867,"Elecciones Municipales",2005,"EL SALVADOR","REGION 2","Sonsonate  ","Juayúa","FMLN","Farabundo Marti lib. Nac.","mujeres","LADINOS",2627,4163,1204,2376,583
11868,"Elecciones Municipales",2005,"EL SALVADOR","REGION 2","Sonsonate  ","San Julián","FMLN","Farabundo Marti lib. Nac.","mujeres","LADINOS",666,4682,1085,1942,1655
11869,"Elecciones Municipales",2005,"EL SALVADOR","REGION 2","Sonsonate  ","Sonzacate","FMLN","Farabundo Marti lib. Nac.","mujeres","LADINOS",1655,3497,477,409,2611
11870,"Elecciones Municipales",2005,"EL SALVADOR","REGION 2","Sonsonate  ","San Antonio del Monte","FMLN","Farabundo Marti lib. Nac.","mujeres","LADINOS",659,3775,429,1282,2064
11871,"Elecciones Municipales",2005,"EL SALVADOR","REGION 2","Sonsonate  ","Nahulingo","FMLN","Farabundo Marti lib. Nac.","mujeres","LADINOS",2344,4481,1792,2354,335
11872,"Elecciones Municipales",2005,"EL SALVADOR","REGION 2","Sonsonate  ","Cuisnahuat","FMLN","Farabundo Marti lib. Nac.","mujeres","LADINOS",2636,4030,2968,887,175
11873,"Elecciones Municipales",2005,"EL SALVADOR","REGION 2","Sonsonate  ","Santa Catarina Masahuat","FMLN","Farabundo Marti lib. Nac.","mujeres","LADINOS",2137,1971,1224,664,83
11874,"Elecciones Municipales",2005,"EL SALVADOR","REGION 2","Sonsonate  ","Caluco","FMLN","Farabundo Marti lib. Nac.","mujeres","LADINOS",2942,4743,2135,969,1639
11875,"Elecciones Municipales",2005,"EL SALVADOR","REGION 2","Sonsonate  ","Santa Isabel Ishuatán","FMLN","Farabundo Marti lib. Nac.","mujeres","LADINOS",2657,2822,207,748,1867
11876,"Elecciones Municipales",2005,"EL SALVADOR","REGION 2","Sonsonate  ","Salcoatitán","FMLN","Farabundo Marti lib. Nac.","mujeres","LADINOS",1888,6152,2584,759,2809
11877,"Elecciones Municipales",2005,"EL SALVADOR","REGION 2","Sonsonate  ","Santo Domingo de Guzmán","FMLN","Farabundo Marti lib. Nac.","mujeres","LADINOS",845,4948,929,2265,1754
11878,"Elecciones Municipales",2005,"EL SALVADOR","REGION 2","Usulután  ","Usulután","FMLN","Farabundo Marti lib. Nac.","mujeres","LADINOS",1126,3880,1248,1440,1192
11879,"Elecciones Municipales",2005,"EL SALVADOR","REGION 2","Usulután  ","Jiquilisco","FMLN","Farabundo Marti lib. Nac.","mujeres","LADINOS",1506,4330,1796,578,1956
11880,"Elecciones Municipales",2005,"EL SALVADOR","REGION 2","Usulután  ","Berlín","FMLN","Farabundo Marti lib. Nac.","mujeres","LADINOS",2927,6126,1858,1745,2523
11881,"Elecciones Municipales",2005,"EL SALVADOR","REGION 2","Usulután  ","Santiago de María","FMLN","Farabundo Marti lib. Nac.","mujeres","LADINOS",1390,2350,392,701,1257
11882,"Elecciones Municipales",2005,"EL SALVADOR","REGION 2","Usulután  ","Jucuapa","FMLN","Farabundo Marti lib. Nac.","mujeres","LADINOS",2425,5896,479,2998,2419
11883,"Elecciones Municipales",2005,"EL SALVADOR","REGION 2","Usulután  ","Santa Elena","FMLN","Farabundo Marti lib. Nac.","mujeres","LADINOS",1627,5009,1747,1429,1833
11884,"Elecciones Municipales",2005,"EL SALVADOR","REGION 2","Usulután  ","Jucuarán","FMLN","Farabundo Marti lib. Nac.","mujeres","LADINOS",990,4093,2226,1330,537
11885,"Elecciones Municipales",2005,"EL SALVADOR","REGION 2","Usulután  ","San Agustín","FMLN","Farabundo Marti lib. Nac.","mujeres","LADINOS",2305,4784,768,2616,1400
11886,"Elecciones Municipales",2005,"EL SALVADOR","REGION 2","Usulután  ","Ozatlán","FMLN","Farabundo Marti lib. Nac.","mujeres","LADINOS",1516,3306,2127,685,494
11887,"Elecciones Municipales",2005,"EL SALVADOR","REGION 2","Usulután  ","Estanzuelas","FMLN","Farabundo Marti lib. Nac.","mujeres","LADINOS",1632,4328,1610,972,1746
11888,"Elecciones Municipales",2005,"EL SALVADOR","REGION 2","Usulután  ","Mercedes Umaña","FMLN","Farabundo Marti lib. Nac.","mujeres","LADINOS",317,5455,827,2107,2521
11889,"Elecciones Municipales",2005,"EL SALVADOR","REGION 2","Usulután  ","Alegría","FMLN","Farabundo Marti lib. Nac.","mujeres","LADINOS",796,4023,1958,2003,62
11890,"Elecciones Municipales",2005,"EL SALVADOR","REGION 2","Usulután  ","Concepción Batres","FMLN","Farabundo Marti lib. Nac.","mujeres","LADINOS",2237,5477,1990,978,2509
11891,"Elecciones Municipales",2005,"EL SALVADOR","REGION 2","Usulután  ","San Francisco Javier","FMLN","Farabundo Marti lib. Nac.","mujeres","LADINOS",35,2935,973,1705,257
11892,"Elecciones Municipales",2005,"EL SALVADOR","REGION 2","Usulután  ","Puerto El Triunfo","FMLN","Farabundo Marti lib. Nac.","mujeres","LADINOS",2684,4931,1895,1762,1274
11893,"Elecciones Municipales",2005,"EL SALVADOR","REGION 2","Usulután  ","Tecapán","FMLN","Farabundo Marti lib. Nac.","mujeres","LADINOS",2566,6078,1901,1248,2929
11894,"Elecciones Municipales",2005,"EL SALVADOR","REGION 2","Usulután  ","San Dionisio","FMLN","Farabundo Marti lib. Nac.","mujeres","LADINOS",4,3713,1652,1949,112
11895,"Elecciones Municipales",2005,"EL SALVADOR","REGION 2","Usulután  ","Ereguayquín","FMLN","Farabundo Marti lib. Nac.","mujeres","LADINOS",28,6966,2515,2219,2232
11896,"Elecciones Municipales",2005,"EL SALVADOR","REGION 2","Usulután  ","Santa María","FMLN","Farabundo Marti lib. Nac.","mujeres","LADINOS",324,4263,2601,180,1482
11897,"Elecciones Municipales",2005,"EL SALVADOR","REGION 2","Usulután  ","Nueva Granada","FMLN","Farabundo Marti lib. Nac.","mujeres","LADINOS",2638,5059,1542,1247,2270
11898,"Elecciones Municipales",2005,"EL SALVADOR","REGION 2","Usulután  ","El Triunfo","FMLN","Farabundo Marti lib. Nac.","mujeres","LADINOS",2359,3611,361,2114,1136
11899,"Elecciones Municipales",2005,"EL SALVADOR","REGION 2","Usulután  ","San Buenaventura","FMLN","Farabundo Marti lib. Nac.","mujeres","LADINOS",1209,3028,507,1188,1333
11900,"Elecciones Municipales",2005,"EL SALVADOR","REGION 2","Usulután  ","California","FMLN","Farabundo Marti lib. Nac.","mujeres","LADINOS",2754,3795,382,2174,1239
11901,"Elecciones Municipales",2001,"Nicaragua","REGION 1","  Boaco  ","Teustepe","PSN","Partido Socialista Nic.","mujeres","LADINOS",1136,2534,1229,789,516
11902,"Elecciones Municipales",2001,"Nicaragua","REGION 1","  Boaco  ","San José de los Remates","PSN","Partido Socialista Nic.","mujeres","LADINOS",2605,5772,2237,2276,1259
11903,"Elecciones Municipales",2001,"Nicaragua","REGION 1","  Boaco  ","Santa Lucía","PSN","Partido Socialista Nic.","mujeres","LADINOS",2610,4963,537,2833,1593
11904,"Elecciones Municipales",2001,"Nicaragua","REGION 1","  Boaco  ","Boaco","PSN","Partido Socialista Nic.","mujeres","LADINOS",357,5986,1303,2468,2215
11905,"Elecciones Municipales",2001,"Nicaragua","REGION 1","  Boaco  ","Camoapa","PSN","Partido Socialista Nic.","mujeres","LADINOS",1059,3395,354,1507,1534
11906,"Elecciones Municipales",2001,"Nicaragua","REGION 1","  Boaco  ","San Lorenzo ","PSN","Partido Socialista Nic.","mujeres","LADINOS",2916,4014,1480,441,2093
11907,"Elecciones Municipales",2001,"Nicaragua","REGION 1","Carazo","San Marcos","PSN","Partido Socialista Nic.","mujeres","LADINOS",1667,6021,2031,2834,1156
11908,"Elecciones Municipales",2001,"Nicaragua","REGION 1","Carazo","Diriamba","PSN","Partido Socialista Nic.","mujeres","LADINOS",80,4642,2222,643,1777
11909,"Elecciones Municipales",2001,"Nicaragua","REGION 1","Carazo","Dolores","PSN","Partido Socialista Nic.","mujeres","LADINOS",2881,5374,2190,691,2493
11910,"Elecciones Municipales",2001,"Nicaragua","REGION 1","Carazo","Jinotepe","PSN","Partido Socialista Nic.","mujeres","LADINOS",1353,6691,2119,2999,1573
11911,"Elecciones Municipales",2001,"Nicaragua","REGION 1","Carazo","El Rosario","PSN","Partido Socialista Nic.","mujeres","LADINOS",559,5519,2552,2524,443
11912,"Elecciones Municipales",2001,"Nicaragua","REGION 1","Carazo","La Paz","PSN","Partido Socialista Nic.","mujeres","LADINOS",8,5267,2997,197,2073
11913,"Elecciones Municipales",2001,"Nicaragua","REGION 1","Carazo","Santa Teresa","PSN","Partido Socialista Nic.","mujeres","LADINOS",1271,2417,1755,287,375
11914,"Elecciones Municipales",2001,"Nicaragua","REGION 1","Carazo","La Conquista","PSN","Partido Socialista Nic.","mujeres","LADINOS",1996,1353,861,88,404
11915,"Elecciones Municipales",2001,"Nicaragua","REGION 1","Chinandega","El Viejo","PSN","Partido Socialista Nic.","mujeres","LADINOS",1641,3617,2068,471,1078
11916,"Elecciones Municipales",2001,"Nicaragua","REGION 1","Chinandega","Puerto Morazán","PSN","Partido Socialista Nic.","mujeres","LADINOS",1516,3315,195,1692,1428
11917,"Elecciones Municipales",2001,"Nicaragua","REGION 1","Chinandega","Somotillo","PSN","Partido Socialista Nic.","mujeres","LADINOS",757,5957,943,2207,2807
11918,"Elecciones Municipales",2001,"Nicaragua","REGION 1","Chinandega","Santo Tomás del Norte","PSN","Partido Socialista Nic.","mujeres","LADINOS",282,4526,469,1217,2840
11919,"Elecciones Municipales",2001,"Nicaragua","REGION 1","Chinandega","Cinco Pinos","PSN","Partido Socialista Nic.","mujeres","LADINOS",1933,6512,2793,775,2944
11920,"Elecciones Municipales",2001,"Nicaragua","REGION 1","Chinandega","San Pedro del Norte","PSN","Partido Socialista Nic.","mujeres","LADINOS",2469,5492,1047,1973,2472
11921,"Elecciones Municipales",2001,"Nicaragua","REGION 1","Chinandega","San Francisco del Norte","PSN","Partido Socialista Nic.","mujeres","LADINOS",2025,5524,97,2687,2740
11922,"Elecciones Municipales",2001,"Nicaragua","REGION 1","Chinandega","Corinto","PSN","Partido Socialista Nic.","mujeres","LADINOS",1373,3677,1829,1033,815
11923,"Elecciones Municipales",2001,"Nicaragua","REGION 1","Chinandega","Villanueva","PSN","Partido Socialista Nic.","mujeres","LADINOS",241,8158,2410,2765,2983
11924,"Elecciones Municipales",2001,"Nicaragua","REGION 1","Chinandega","Chinandega","PSN","Partido Socialista Nic.","mujeres","LADINOS",79,5110,2003,1532,1575
11925,"Elecciones Municipales",2001,"Nicaragua","REGION 1","Chinandega","Posoltega","PSN","Partido Socialista Nic.","mujeres","LADINOS",2504,5882,2827,1208,1847
11926,"Elecciones Municipales",2001,"Nicaragua","REGION 1","Chinandega","Chichigalpa","PSN","Partido Socialista Nic.","mujeres","LADINOS",2754,4647,613,1739,2295
11927,"Elecciones Municipales",2001,"Nicaragua","REGION 1","Chinandega","El Realejo","PSN","Partido Socialista Nic.","mujeres","LADINOS",36,2518,90,12,2416
11928,"Elecciones Municipales",2001,"Nicaragua","REGION 1","Chontales","Comalapa","PSN","Partido Socialista Nic.","mujeres","LADINOS",1130,7558,1975,2794,2789
11929,"Elecciones Municipales",2001,"Nicaragua","REGION 1","Chontales","Juigalpa","PSN","Partido Socialista Nic.","mujeres","LADINOS",363,3422,2125,302,995
11930,"Elecciones Municipales",2001,"Nicaragua","REGION 1","Chontales","La Libertad","PSN","Partido Socialista Nic.","mujeres","LADINOS",2424,4059,1061,163,2835
11931,"Elecciones Municipales",2001,"Nicaragua","REGION 1","Chontales","Santo Domingo","PSN","Partido Socialista Nic.","mujeres","LADINOS",1983,6896,2325,1769,2802
11932,"Elecciones Municipales",2001,"Nicaragua","REGION 1","Chontales","San Pedro de Lovago","PSN","Partido Socialista Nic.","mujeres","LADINOS",398,7344,2606,2782,1956
11933,"Elecciones Municipales",2001,"Nicaragua","REGION 1","Chontales","Santo Tomás","PSN","Partido Socialista Nic.","mujeres","LADINOS",1142,6490,2279,1830,2381
11934,"Elecciones Municipales",2001,"Nicaragua","REGION 1","Chontales","El Rama","PSN","Partido Socialista Nic.","mujeres","LADINOS",917,6398,2665,1787,1946
11935,"Elecciones Municipales",2001,"Nicaragua","REGION 1","Chontales","Villa Sandino","PSN","Partido Socialista Nic.","mujeres","LADINOS",2804,4688,1447,2541,700
11936,"Elecciones Municipales",2001,"Nicaragua","REGION 1","Chontales","Acoyapa","PSN","Partido Socialista Nic.","mujeres","LADINOS",1104,6380,2508,2716,1156
11937,"Elecciones Municipales",2001,"Nicaragua","REGION 1","Chontales","Cuapa","PSN","Partido Socialista Nic.","mujeres","LADINOS",1327,5306,856,2946,1504
11938,"Elecciones Municipales",2001,"Nicaragua","REGION 1","Chontales","El Coral","PSN","Partido Socialista Nic.","mujeres","LADINOS",1562,6472,2007,2048,2417
11939,"Elecciones Municipales",2001,"Nicaragua","REGION 1","Chontales","Mueye de los Bueyes","PSN","Partido Socialista Nic.","mujeres","LADINOS",1406,3608,376,1793,1439
11940,"Elecciones Municipales",2001,"Nicaragua","REGION 1","Chontales","Nueva Guinea","PSN","Partido Socialista Nic.","mujeres","LADINOS",1833,3985,515,1071,2399
11941,"Elecciones Municipales",2001,"Nicaragua","REGION 1","Chontales","El Ayote","PSN","Partido Socialista Nic.","mujeres","LADINOS",752,3238,16,1867,1355
11942,"Elecciones Municipales",2001,"Nicaragua","REGION 2","Estelí  ","Pueblo Nuevo","PSN","Partido Socialista Nic.","mujeres","LADINOS",2214,4142,648,865,2629
11943,"Elecciones Municipales",2001,"Nicaragua","REGION 2","Estelí  ","Condega","PSN","Partido Socialista Nic.","mujeres","LADINOS",545,6199,2909,2813,477
11944,"Elecciones Municipales",2001,"Nicaragua","REGION 2","Estelí  ","San Juan de Limay","PSN","Partido Socialista Nic.","mujeres","LADINOS",597,1533,593,38,902
11945,"Elecciones Municipales",2001,"Nicaragua","REGION 2","Estelí  ","Esteli","PSN","Partido Socialista Nic.","mujeres","LADINOS",1499,2934,123,1060,1751
11946,"Elecciones Municipales",2001,"Nicaragua","REGION 2","Estelí  ","La Trinidad","PSN","Partido Socialista Nic.","mujeres","LADINOS",920,3045,106,1425,1514
11947,"Elecciones Municipales",2001,"Nicaragua","REGION 2","Estelí  ","San Nicolás","PSN","Partido Socialista Nic.","mujeres","LADINOS",1027,3943,889,1348,1706
11948,"Elecciones Municipales",2001,"Nicaragua","REGION 2","Granada","Granada","PSN","Partido Socialista Nic.","mujeres","LADINOS",2628,4606,1085,547,2974
11949,"Elecciones Municipales",2001,"Nicaragua","REGION 2","Granada","Diriomo","PSN","Partido Socialista Nic.","mujeres","LADINOS",2160,7078,1894,2914,2270
11950,"Elecciones Municipales",2001,"Nicaragua","REGION 2","Granada","Diriá","PSN","Partido Socialista Nic.","mujeres","LADINOS",487,3907,253,2054,1600
11951,"Elecciones Municipales",2001,"Nicaragua","REGION 2","Granada","Nandaime","PSN","Partido Socialista Nic.","mujeres","LADINOS",2814,4795,970,2535,1290
11952,"Elecciones Municipales",2001,"Nicaragua","REGION 2","Jinotega","La Concordia","PSN","Partido Socialista Nic.","mujeres","LADINOS",626,4864,1820,2238,806
11953,"Elecciones Municipales",2001,"Nicaragua","REGION 2","Jinotega","San Sebastián de Yalí","PSN","Partido Socialista Nic.","mujeres","LADINOS",520,6023,2869,255,2899
11954,"Elecciones Municipales",2001,"Nicaragua","REGION 2","Jinotega","San Rafael del Norte","PSN","Partido Socialista Nic.","mujeres","LADINOS",2709,7445,2888,2977,1580
11955,"Elecciones Municipales",2001,"Nicaragua","REGION 2","Jinotega","Jinotega","PSN","Partido Socialista Nic.","mujeres","LADINOS",2281,8158,2879,2343,2936
11956,"Elecciones Municipales",2001,"Nicaragua","REGION 2","Jinotega","Santa María de Pantasma","PSN","Partido Socialista Nic.","mujeres","LADINOS",2134,5064,2753,244,2067
11957,"Elecciones Municipales",2001,"Nicaragua","REGION 2","Jinotega","Cuá Bocay","PSN","Partido Socialista Nic.","mujeres","LADINOS",2476,1798,270,1409,119
11958,"Elecciones Municipales",2001,"Nicaragua","REGION 2","Jinotega","Wiwilí","PSN","Partido Socialista Nic.","mujeres","LADINOS",575,2163,703,1189,271
11959,"Elecciones Municipales",2001,"Nicaragua","REGION 2","Leon","Achuapa","PSN","Partido Socialista Nic.","mujeres","LADINOS",2789,5256,2644,1865,747
11960,"Elecciones Municipales",2001,"Nicaragua","REGION 2","Leon","El Sauce","PSN","Partido Socialista Nic.","mujeres","LADINOS",2499,3114,315,225,2574
11961,"Elecciones Municipales",2001,"Nicaragua","REGION 2","Leon","Santa Rosa del Peñón","PSN","Partido Socialista Nic.","mujeres","LADINOS",21,3169,1130,1145,894
11962,"Elecciones Municipales",2001,"Nicaragua","REGION 2","Leon","El Jicaral","PSN","Partido Socialista Nic.","mujeres","LADINOS",2688,4769,2400,199,2170
11963,"Elecciones Municipales",2001,"Nicaragua","REGION 2","Leon","Larreynaga-Malpaisillo","PSN","Partido Socialista Nic.","mujeres","LADINOS",2778,4076,1592,1997,487
11964,"Elecciones Municipales",2001,"Nicaragua","REGION 2","Leon","Telica","PSN","Partido Socialista Nic.","mujeres","LADINOS",668,3782,1450,515,1817
11965,"Elecciones Municipales",2001,"Nicaragua","REGION 2","Leon","Quezalguaque","PSN","Partido Socialista Nic.","mujeres","LADINOS",1556,3532,781,790,1961
11966,"Elecciones Municipales",2001,"Nicaragua","REGION 2","Leon","León","PSN","Partido Socialista Nic.","mujeres","LADINOS",1117,4405,1275,577,2553
11967,"Elecciones Municipales",2001,"Nicaragua","REGION 2","Leon","La Paz Centro","PSN","Partido Socialista Nic.","mujeres","LADINOS",1904,5238,487,2722,2029
11968,"Elecciones Municipales",2001,"Nicaragua","REGION 2","Leon","Nagarote","PSN","Partido Socialista Nic.","mujeres","LADINOS",1520,5509,841,2477,2191
11969,"Elecciones Municipales",2001,"Nicaragua","REGION 2","Madriz","San José de Cusmapa","PSN","Partido Socialista Nic.","mujeres","LADINOS",2416,2999,917,1668,414
11970,"Elecciones Municipales",2001,"Nicaragua","REGION 2","Madriz","Las Sabanas","PSN","Partido Socialista Nic.","mujeres","LADINOS",532,6724,1919,2389,2416
11971,"Elecciones Municipales",2001,"Nicaragua","REGION 2","Madriz","San Lucas","PSN","Partido Socialista Nic.","mujeres","LADINOS",2747,5366,1416,2114,1836
11972,"Elecciones Municipales",2001,"Nicaragua","REGION 2","Madriz","Somoto","PSN","Partido Socialista Nic.","mujeres","LADINOS",763,4027,810,2058,1159
11973,"Elecciones Municipales",2001,"Nicaragua","REGION 2","Madriz","Totogalpa","PSN","Partido Socialista Nic.","mujeres","LADINOS",1627,3773,1391,2297,85
11974,"Elecciones Municipales",2001,"Nicaragua","REGION 2","Madriz","Yalaguina","PSN","Partido Socialista Nic.","mujeres","LADINOS",487,5419,2824,2507,88
